CD_MUN,lp_adequado,mt_adequado,lp_insuficiente,lp_basico,lp_proficiente,lp_avancado,mt_insuficiente,mt_basico,mt_proficiente,mt_avancado,ideb
3511508,0.4045,0.072,0.2271,0.3685,0.3986,0.0059,0.3963,0.5317,0.0658,0.0062,4.8
3511607,0.2891,0.0358,0.2275,0.4831,0.2752,0.0139,0.5374,0.4269,0.0358,0.0,4.3
3511607,0.2891,0.0358,0.2275,0.4831,0.2752,0.0139,0.5374,0.4269,0.0358,0.0,4.3
3511706,0.3912,0.0478,0.2579,0.3508,0.3853,0.0059,0.5476,0.4046,0.0478,0.0,4.4
3511706,0.3912,0.0478,0.2579,0.3508,0.3853,0.0059,0.5476,0.4046,0.0478,0.0,4.4
3511904,0.4506,0.0607,0.2609,0.2887,0.4359,0.0147,0.4245,0.5148,0.0607,0.0,4.8
3511904,0.4506,0.0607,0.2609,0.2887,0.4359,0.0147,0.4245,0.5148,0.0607,0.0,4.8
3512001,0.1574,0.0071,0.5063,0.3362,0.1574,0.0,0.6393,0.3536,0.0071,0.0,3.7
3512001,0.1574,0.0071,0.5063,0.3362,0.1574,0.0,0.6393,0.3536,0.0071,0.0,5.0
3512001,0.1574,0.0071,0.5063,0.3362,0.1574,0.0,0.6393,0.3536,0.0071,0.0,3.9
3512100,0.2751,0.0227,0.2736,0.4514,0.2751,0.0,0.5368,0.4405,0.0227,0.0,4.1
3512100,0.2751,0.0227,0.2736,0.4514,0.2751,0.0,0.5368,0.4405,0.0227,0.0,4.1
3512209,0.4206,0.0977,0.1783,0.4011,0.4164,0.0042,0.3387,0.5636,0.094,0.0037,5.0
3512209,0.4206,0.0977,0.1783,0.4011,0.4164,0.0042,0.3387,0.5636,0.094,0.0037,5.0
3512308,0.2309,0.0,0.3608,0.4082,0.2309,0.0,0.6374,0.3626,0.0,0.0,4.1
3512308,0.2309,0.0,0.3608,0.4082,0.2309,0.0,0.6374,0.3626,0.0,0.0,4.1
3512407,0.4882,0.1064,0.1235,0.3883,0.4665,0.0217,0.2799,0.6137,0.1011,0.0053,4.6
3512407,0.4882,0.1064,0.1235,0.3883,0.4665,0.0217,0.2799,0.6137,0.1011,0.0053,4.6
3512506,,,,,,,,,,,
3512506,,,,,,,,,,,
3512605,0.2937,0.0412,0.3145,0.3917,0.2937,0.0,0.6958,0.2628,0.0412,0.0,4.1
3512605,0.2937,0.0412,0.3145,0.3917,0.2937,0.0,0.6958,0.2628,0.0412,0.0,4.1
3512704,0.3541,0.125,0.2917,0.3542,0.3541,0.0,0.5417,0.3333,0.125,0.0,4.7
3512704,0.3541,0.125,0.2917,0.3542,0.3541,0.0,0.5417,0.3333,0.125,0.0,4.7
3512803,0.4193,0.1013,0.1898,0.3909,0.4067,0.0126,0.4362,0.4625,0.1013,0.0,4.7
3512803,0.4193,0.1013,0.1898,0.3909,0.4067,0.0126,0.4362,0.4625,0.1013,0.0,4.7
3512902,0.0811,0.0135,0.527,0.3919,0.0811,0.0,0.8378,0.1486,0.0135,0.0,3.7
3512902,0.0811,0.0135,0.527,0.3919,0.0811,0.0,0.8378,0.1486,0.0135,0.0,3.7
3513009,0.3638,0.0456,0.2723,0.3639,0.3542,0.0096,0.5518,0.4026,0.0414,0.0042,4.3
3513009,0.3638,0.0456,0.2723,0.3639,0.3542,0.0096,0.5518,0.4026,0.0414,0.0042,4.3
3513108,0.3787,0.1016,0.211,0.4103,0.3699,0.0088,0.4439,0.4546,0.0956,0.006,4.9
3513108,0.3787,0.1016,0.211,0.4103,0.3699,0.0088,0.4439,0.4546,0.0956,0.006,4.9
3513207,0.2314,0.0,0.4813,0.2872,0.22,0.0114,0.698,0.302,0.0,0.0,3.9
3513207,0.2314,0.0,0.4813,0.2872,0.22,0.0114,0.698,0.302,0.0,0.0,3.9
3513306,,,,,,,,,,,
3513306,,,,,,,,,,,
3513405,0.387,0.0661,0.244,0.369,0.3782,0.0088,0.4848,0.4491,0.0645,0.0016,4.4
3513405,0.387,0.0661,0.244,0.369,0.3782,0.0088,0.4848,0.4491,0.0645,0.0016,4.4
3513504,0.4367,0.0789,0.2561,0.3072,0.3657,0.071,0.4623,0.4589,0.0773,0.0016,
3513504,0.4367,0.0789,0.2561,0.3072,0.3657,0.071,0.4623,0.4589,0.0773,0.0016,4.0
3513504,0.4367,0.0789,0.2561,0.3072,0.3657,0.071,0.4623,0.4589,0.0773,0.0016,4.6
3513603,0.3266,0.0577,0.2308,0.4425,0.3212,0.0054,0.4276,0.5146,0.0577,0.0,4.6
3513603,0.3266,0.0577,0.2308,0.4425,0.3212,0.0054,0.4276,0.5146,0.0577,0.0,4.6
3513702,0.4123,0.0801,0.2745,0.3131,0.4061,0.0062,0.5117,0.4081,0.0746,0.0055,4.6
3513702,0.4123,0.0801,0.2745,0.3131,0.4061,0.0062,0.5117,0.4081,0.0746,0.0055,4.6
3513801,0.3947,0.0348,0.2515,0.3539,0.386,0.0087,0.5352,0.4301,0.0337,0.0011,4.5
3513801,0.3947,0.0348,0.2515,0.3539,0.386,0.0087,0.5352,0.4301,0.0337,0.0011,4.5
3513850,0.5,0.0,0.2,0.3,0.5,0.0,0.2,0.8,0.0,0.0,5.1
3513850,0.5,0.0,0.2,0.3,0.5,0.0,0.2,0.8,0.0,0.0,5.1
3513900,,,,,,,,,,,
3513900,,,,,,,,,,,
3514007,0.1787,0.0188,0.6289,0.1923,0.1787,0.0,0.7556,0.2255,0.0188,0.0,3.7
3514007,0.1787,0.0188,0.6289,0.1923,0.1787,0.0,0.7556,0.2255,0.0188,0.0,3.7
3514106,0.2095,0.0,0.4549,0.3355,0.2095,0.0,0.7344,0.2656,0.0,0.0,3.8
3514106,0.2095,0.0,0.4549,0.3355,0.2095,0.0,0.7344,0.2656,0.0,0.0,3.8
3514205,0.5,0.0,0.0833,0.4167,0.5,0.0,0.2499,0.75,0.0,0.0,5.2
3514205,0.5,0.0,0.0833,0.4167,0.5,0.0,0.2499,0.75,0.0,0.0,5.2
3514304,0.3433,0.0248,0.3558,0.3009,0.3433,0.0,0.5671,0.408,0.0124,0.0124,4.5
3514304,0.3433,0.0248,0.3558,0.3009,0.3433,0.0,0.5671,0.408,0.0124,0.0124,4.5
3514403,0.4265,0.1005,0.2146,0.3588,0.4144,0.0121,0.4264,0.473,0.0848,0.0157,4.6
3514403,0.4265,0.1005,0.2146,0.3588,0.4144,0.0121,0.4264,0.473,0.0848,0.0157,4.6
3514502,,,,,,,,,,,
3514502,,,,,,,,,,,
3514601,0.3724,0.0212,0.2408,0.387,0.3724,0.0,0.5973,0.3815,0.0212,0.0,4.5
3514601,0.3724,0.0212,0.2408,0.387,0.3724,0.0,0.5973,0.3815,0.0212,0.0,4.5
3514700,,,,,,,,,,,
3514700,,,,,,,,,,,
3514809,0.2009,0.012,0.29,0.5092,0.2009,0.0,0.5929,0.3951,0.012,0.0,4.1
3514809,0.2009,0.012,0.29,0.5092,0.2009,0.0,0.5929,0.3951,0.012,0.0,4.1
3514908,0.3007,0.027,0.2865,0.4128,0.2863,0.0144,0.5533,0.4196,0.0203,0.0067,4.0
3514908,0.3007,0.027,0.2865,0.4128,0.2863,0.0144,0.5533,0.4196,0.0203,0.0067,4.0
3514924,0.4822,0.0733,0.0742,0.4435,0.4822,0.0,0.2585,0.6683,0.0733,0.0,5.2
3514924,0.4822,0.0733,0.0742,0.4435,0.4822,0.0,0.2585,0.6683,0.0733,0.0,5.2
3514957,0.35,0.0,0.25,0.4,0.35,0.0,0.6,0.4,0.0,0.0,4.5
3514957,0.35,0.0,0.25,0.4,0.35,0.0,0.6,0.4,0.0,0.0,4.5
3515004,0.3806,0.0449,0.2326,0.3869,0.3656,0.015,0.529,0.4261,0.0422,0.0027,4.5
3515004,0.3806,0.0449,0.2326,0.3869,0.3656,0.015,0.529,0.4261,0.0422,0.0027,4.5
3515103,0.2933,0.0488,0.3677,0.3391,0.2855,0.0078,0.5891,0.3621,0.0488,0.0,4.3
3515103,0.2933,0.0488,0.3677,0.3391,0.2855,0.0078,0.5891,0.3621,0.0488,0.0,4.3
3515129,0.3381,0.0,0.4145,0.2472,0.3381,0.0,0.4981,0.5018,0.0,0.0,4.5
3515129,0.3381,0.0,0.4145,0.2472,0.3381,0.0,0.4981,0.5018,0.0,0.0,4.5
3515152,,,,,,,,,,,
3515152,,,,,,,,,,,
3515186,0.3866,0.0649,0.2826,0.3308,0.3651,0.0215,0.4742,0.4608,0.0621,0.0028,4.5
3515186,0.3866,0.0649,0.2826,0.3308,0.3651,0.0215,0.4742,0.4608,0.0621,0.0028,4.5
3515194,,,,,,,,,,,
3515194,,,,,,,,,,,
3515202,,,,,,,,,,,
3515202,,,,,,,,,,,
3515301,0.305,0.0317,0.4633,0.2317,0.305,0.0,0.5683,0.4,0.0317,0.0,4.4
3515301,0.305,0.0317,0.4633,0.2317,0.305,0.0,0.5683,0.4,0.0317,0.0,4.4
3515350,0.287,0.0459,0.4131,0.2999,0.2547,0.0323,0.62,0.334,0.0306,0.0153,4.5
3515350,0.287,0.0459,0.4131,0.2999,0.2547,0.0323,0.62,0.334,0.0306,0.0153,4.5
3515400,0.4082,0.1168,0.309,0.2828,0.3926,0.0156,0.3764,0.5068,0.109,0.0078,4.8
3515400,0.4082,0.1168,0.309,0.2828,0.3926,0.0156,0.3764,0.5068,0.109,0.0078,4.8
3515509,0.417,0.0989,0.2333,0.3496,0.3932,0.0238,0.405,0.4961,0.0882,0.0107,5.0
3515509,0.417,0.0989,0.2333,0.3496,0.3932,0.0238,0.405,0.4961,0.0882,0.0107,5.0
3515608,0.2717,0.0156,0.4723,0.256,0.2717,0.0,0.6015,0.3828,0.0156,0.0,4.2
3515608,0.2717,0.0156,0.4723,0.256,0.2717,0.0,0.6015,0.3828,0.0156,0.0,4.2
3515657,0.591,0.1364,0.091,0.3182,0.591,0.0,0.2728,0.5909,0.1364,0.0,5.6
3515657,0.591,0.1364,0.091,0.3182,0.591,0.0,0.2728,0.5909,0.1364,0.0,5.6
3515707,0.3264,0.0302,0.3259,0.3478,0.3208,0.0056,0.5823,0.3876,0.0281,0.0021,4.2
3515707,0.3264,0.0302,0.3259,0.3478,0.3208,0.0056,0.5823,0.3876,0.0281,0.0021,4.2
3515806,0.25,0.0,0.4166,0.3333,0.25,0.0,0.4999,0.5,0.0,0.0,4.4
3515806,0.25,0.0,0.4166,0.3333,0.25,0.0,0.4999,0.5,0.0,0.0,4.4
3515905,0.591,0.0,0.1364,0.2727,0.591,0.0,0.2728,0.7273,0.0,0.0,5.3
3515905,0.591,0.0,0.1364,0.2727,0.591,0.0,0.2728,0.7273,0.0,0.0,5.3
3516002,,,,,,,,,,,
3516002,,,,,,,,,,,
3516101,0.2814,0.0313,0.3438,0.375,0.2814,0.0,0.5001,0.4688,0.0313,0.0,4.2
3516101,0.2814,0.0313,0.3438,0.375,0.2814,0.0,0.5001,0.4688,0.0313,0.0,4.2
3516200,0.3766,0.0723,0.2792,0.3443,0.371,0.0056,0.4779,0.4498,0.0664,0.0059,4.5
3516200,0.3766,0.0723,0.2792,0.3443,0.371,0.0056,0.4779,0.4498,0.0664,0.0059,4.5
3516309,0.2943,0.0264,0.3073,0.3983,0.2901,0.0042,0.5849,0.3887,0.0252,0.0012,4.4
3516309,0.2943,0.0264,0.3073,0.3983,0.2901,0.0042,0.5849,0.3887,0.0252,0.0012,4.4
3516408,0.357,0.0414,0.2872,0.356,0.3442,0.0128,0.5702,0.3885,0.0389,0.0025,4.5
3516408,0.357,0.0414,0.2872,0.356,0.3442,0.0128,0.5702,0.3885,0.0389,0.0025,4.5
3516507,0.5822,0.0888,0.235,0.1828,0.5378,0.0444,0.235,0.6762,0.0888,0.0,5.2
3516507,0.5822,0.0888,0.235,0.1828,0.5378,0.0444,0.235,0.6762,0.0888,0.0,5.2
3516606,,,,,,,,,,,
3516606,,,,,,,,,,,
3516705,0.2878,0.025,0.3902,0.3222,0.2807,0.0071,0.6204,0.3546,0.025,0.0,4.2
3516705,0.2878,0.025,0.3902,0.3222,0.2807,0.0071,0.6204,0.3546,0.025,0.0,4.2
3516804,0.5409,0.0,0.2066,0.2525,0.5409,0.0,0.4375,0.5623,0.0,0.0,5.1
3516804,0.5409,0.0,0.2066,0.2525,0.5409,0.0,0.4375,0.5623,0.0,0.0,5.1
3516853,0.2611,0.0189,0.4717,0.2672,0.2611,0.0,0.6791,0.302,0.0189,0.0,4.1
3516853,0.2611,0.0189,0.4717,0.2672,0.2611,0.0,0.6791,0.302,0.0189,0.0,4.1
3516903,0.5704,0.2194,0.2322,0.1973,0.5529,0.0175,0.2258,0.5549,0.1844,0.035,5.4
3516903,0.5704,0.2194,0.2322,0.1973,0.5529,0.0175,0.2258,0.5549,0.1844,0.035,5.4
3517000,0.153,0.016,0.4362,0.4108,0.153,0.0,0.7122,0.2718,0.016,0.0,3.8
3517000,0.153,0.016,0.4362,0.4108,0.153,0.0,0.7122,0.2718,0.016,0.0,3.8
3517109,,,,,,,,,,,
3517109,,,,,,,,,,,
3517208,,,,,,,,,,,
3517208,,,,,,,,,,,
3517307,,,,,,,,,,,
3517307,,,,,,,,,,,
3517406,0.2501,0.0383,0.4317,0.3181,0.2445,0.0056,0.5759,0.3858,0.0383,0.0,4.2
3517406,0.2501,0.0383,0.4317,0.3181,0.2445,0.0056,0.5759,0.3858,0.0383,0.0,4.2
3517505,0.334,0.042,0.299,0.3669,0.334,0.0,0.5763,0.3818,0.0375,0.0045,4.0
3517505,0.334,0.042,0.299,0.3669,0.334,0.0,0.5763,0.3818,0.0375,0.0045,4.0
3517604,0.2932,0.046,0.3375,0.3693,0.285,0.0082,0.6012,0.3529,0.046,0.0,4.4
3517604,0.2932,0.046,0.3375,0.3693,0.285,0.0082,0.6012,0.3529,0.046,0.0,4.4
3517703,0.123,0.0,0.5118,0.3652,0.123,0.0,0.7136,0.2864,0.0,0.0,3.9
3517703,0.123,0.0,0.5118,0.3652,0.123,0.0,0.7136,0.2864,0.0,0.0,3.9
3517802,0.3086,0.0122,0.283,0.4084,0.3086,0.0,0.4321,0.5557,0.0122,0.0,4.5
3517802,0.3086,0.0122,0.283,0.4084,0.3086,0.0,0.4321,0.5557,0.0122,0.0,4.5
3517901,0.25,0.0177,0.4421,0.3078,0.2414,0.0086,0.6388,0.3434,0.0177,0.0,4.2
3517901,0.25,0.0177,0.4421,0.3078,0.2414,0.0086,0.6388,0.3434,0.0177,0.0,4.2
3518008,,,,,,,,,,,
3518008,,,,,,,,,,,
3518107,0.1082,0.0,0.5082,0.3836,0.1082,0.0,0.8077,0.1924,0.0,0.0,3.4
3518107,0.1082,0.0,0.5082,0.3836,0.1082,0.0,0.8077,0.1924,0.0,0.0,3.4
3518206,0.3194,0.0289,0.3251,0.3555,0.3095,0.0099,0.5113,0.4597,0.0242,0.0047,4.6
3518206,0.3194,0.0289,0.3251,0.3555,0.3095,0.0099,0.5113,0.4597,0.0242,0.0047,4.6
3518305,0.408,0.0346,0.2655,0.3266,0.4015,0.0065,0.5338,0.4316,0.0311,0.0035,4.5
3518305,0.408,0.0346,0.2655,0.3266,0.4015,0.0065,0.5338,0.4316,0.0311,0.0035,4.5
3518404,0.4917,0.1148,0.206,0.3023,0.4726,0.0191,0.3794,0.5056,0.1032,0.0116,4.8
3518404,0.4917,0.1148,0.206,0.3023,0.4726,0.0191,0.3794,0.5056,0.1032,0.0116,4.8
3518503,0.418,0.0,0.2762,0.3058,0.418,0.0,0.6049,0.3949,0.0,0.0,3.9
3518503,0.418,0.0,0.2762,0.3058,0.418,0.0,0.6049,0.3949,0.0,0.0,3.9
3518602,0.3481,0.0382,0.271,0.381,0.3374,0.0107,0.5216,0.4403,0.0382,0.0,4.6
3518602,0.3481,0.0382,0.271,0.381,0.3374,0.0107,0.5216,0.4403,0.0382,0.0,4.6
3518701,0.336,0.0361,0.3112,0.3528,0.3304,0.0056,0.6049,0.359,0.0342,0.0019,4.0
3518701,0.336,0.0361,0.3112,0.3528,0.3304,0.0056,0.6049,0.359,0.0342,0.0019,4.0
3518800,0.3498,0.0415,0.3012,0.3488,0.3425,0.0073,0.5734,0.3851,0.0392,0.0023,
3518800,0.3498,0.0415,0.3012,0.3488,0.3425,0.0073,0.5734,0.3851,0.0392,0.0023,4.3
3518800,0.3498,0.0415,0.3012,0.3488,0.3425,0.0073,0.5734,0.3851,0.0392,0.0023,4.3
3518859,,,,,,,,,,,
3518859,,,,,,,,,,,
3518909,0.3755,0.0259,0.2014,0.4232,0.3755,0.0,0.5279,0.4462,0.0259,0.0,4.8
3518909,0.3755,0.0259,0.2014,0.4232,0.3755,0.0,0.5279,0.4462,0.0259,0.0,4.8
3519006,,,,,,,,,,,
3519006,,,,,,,,,,,
3519055,,,,,,,,,,,
3519055,,,,,,,,,,,
3519071,0.3978,0.0636,0.2617,0.3405,0.3861,0.0117,0.478,0.4583,0.0607,0.0029,5.3
3519071,0.3978,0.0636,0.2617,0.3405,0.3861,0.0117,0.478,0.4583,0.0607,0.0029,4.5
3519071,0.3978,0.0636,0.2617,0.3405,0.3861,0.0117,0.478,0.4583,0.0607,0.0029,4.5
3519105,,,,,,,,,,,
3519105,,,,,,,,,,,
3519204,,,,,,,,,,,
3519204,,,,,,,,,,,
3519253,0.1999,0.0503,0.4458,0.3544,0.1999,0.0,0.4898,0.46,0.0503,0.0,4.2
3519253,0.1999,0.0503,0.4458,0.3544,0.1999,0.0,0.4898,0.46,0.0503,0.0,4.2
3519303,0.3957,0.0594,0.2652,0.339,0.3901,0.0056,0.4689,0.4717,0.0594,0.0,4.6
3519303,0.3957,0.0594,0.2652,0.339,0.3901,0.0056,0.4689,0.4717,0.0594,0.0,4.6
3519402,,,,,,,,,,,
3519402,,,,,,,,,,,
3519501,0.0788,0.0275,0.5403,0.381,0.0788,0.0,0.4615,0.511,0.0275,0.0,3.7
3519501,0.0788,0.0275,0.5403,0.381,0.0788,0.0,0.4615,0.511,0.0275,0.0,3.7
3519600,0.411,0.0755,0.2472,0.3417,0.3879,0.0231,0.4509,0.4736,0.0668,0.0087,4.5
3519600,0.411,0.0755,0.2472,0.3417,0.3879,0.0231,0.4509,0.4736,0.0668,0.0087,4.5
3519709,0.2861,0.0518,0.3389,0.375,0.2748,0.0113,0.5307,0.4176,0.0482,0.0036,4.3
3519709,0.2861,0.0518,0.3389,0.375,0.2748,0.0113,0.5307,0.4176,0.0482,0.0036,4.3
3519808,0.2037,0.0157,0.3566,0.4397,0.2037,0.0,0.4659,0.5184,0.0157,0.0,4.4
3519808,0.2037,0.0157,0.3566,0.4397,0.2037,0.0,0.4659,0.5184,0.0157,0.0,4.4
3519907,0.2655,0.0696,0.4524,0.2821,0.2517,0.0138,0.484,0.4464,0.0696,0.0,4.4
3519907,0.2655,0.0696,0.4524,0.2821,0.2517,0.0138,0.484,0.4464,0.0696,0.0,4.4
3520004,0.1777,0.0136,0.5093,0.313,0.1717,0.006,0.7357,0.2507,0.0136,0.0,3.7
3520004,0.1777,0.0136,0.5093,0.313,0.1717,0.006,0.7357,0.2507,0.0136,0.0,3.7
3520103,0.3543,0.0444,0.3269,0.3188,0.3494,0.0049,0.5573,0.3982,0.0444,0.0,4.3
3520103,0.3543,0.0444,0.3269,0.3188,0.3494,0.0049,0.5573,0.3982,0.0444,0.0,4.9
3520103,0.3543,0.0444,0.3269,0.3188,0.3494,0.0049,0.5573,0.3982,0.0444,0.0,4.4
3520202,0.4278,0.0448,0.1799,0.3922,0.4278,0.0,0.4131,0.542,0.0448,0.0,4.9
3520202,0.4278,0.0448,0.1799,0.3922,0.4278,0.0,0.4131,0.542,0.0448,0.0,4.9
3520301,0.3708,0.043,0.269,0.3602,0.368,0.0028,0.5115,0.4455,0.043,0.0,4.5
3520301,0.3708,0.043,0.269,0.3602,0.368,0.0028,0.5115,0.4455,0.043,0.0,4.5
3520400,0.3549,0.0202,0.2538,0.3912,0.3526,0.0023,0.5169,0.4629,0.0202,0.0,4.6
3520400,0.3549,0.0202,0.2538,0.3912,0.3526,0.0023,0.5169,0.4629,0.0202,0.0,4.6
3520426,,,,,,,,,,,
3520426,,,,,,,,,,,
3520442,0.5267,0.1667,0.1325,0.3408,0.5106,0.0161,0.3493,0.484,0.1568,0.0099,
3520442,0.5267,0.1667,0.1325,0.3408,0.5106,0.0161,0.3493,0.484,0.1568,0.0099,5.0
3520442,0.5267,0.1667,0.1325,0.3408,0.5106,0.0161,0.3493,0.484,0.1568,0.0099,5.2
3520509,0.4843,0.0938,0.1877,0.3279,0.4716,0.0127,0.3978,0.5084,0.0879,0.0059,4.6
3520509,0.4843,0.0938,0.1877,0.3279,0.4716,0.0127,0.3978,0.5084,0.0879,0.0059,4.6
3520608,0.3291,0.0385,0.3448,0.326,0.3291,0.0,0.5546,0.4069,0.0385,0.0,4.2
3520608,0.3291,0.0385,0.3448,0.326,0.3291,0.0,0.5546,0.4069,0.0385,0.0,4.2
3520707,0.4737,0.1053,0.1579,0.3684,0.4737,0.0,0.3157,0.579,0.1053,0.0,5.1
3520707,0.4737,0.1053,0.1579,0.3684,0.4737,0.0,0.3157,0.579,0.1053,0.0,5.1
3520806,,,,,,,,,,,
3520806,,,,,,,,,,,
3520905,0.4556,0.0776,0.1428,0.4014,0.4276,0.028,0.3374,0.5851,0.0776,0.0,5.1
3520905,0.4556,0.0776,0.1428,0.4014,0.4276,0.028,0.3374,0.5851,0.0776,0.0,5.1
3521002,0.3041,0.0218,0.3538,0.3421,0.3041,0.0,0.5951,0.3831,0.0218,0.0,4.1
3521002,0.3041,0.0218,0.3538,0.3421,0.3041,0.0,0.5951,0.3831,0.0218,0.0,4.1
3521101,0.2721,0.0,0.3197,0.4082,0.2721,0.0,0.502,0.4981,0.0,0.0,4.4
3521101,0.2721,0.0,0.3197,0.4082,0.2721,0.0,0.502,0.4981,0.0,0.0,4.4
3521150,,,,,,,,,,,
3521150,,,,,,,,,,,
3521200,,,,,,,,,,,
3521200,,,,,,,,,,,
3521309,,,,,,,,,,,
3521309,,,,,,,,,,,
3521408,0.4465,0.103,0.1599,0.3938,0.4376,0.0089,0.4292,0.4677,0.103,0.0,4.6
3521408,0.4465,0.103,0.1599,0.3938,0.4376,0.0089,0.4292,0.4677,0.103,0.0,4.6
3521507,0.358,0.0446,0.3539,0.288,0.3129,0.0451,0.487,0.4684,0.0446,0.0,4.4
3521507,0.358,0.0446,0.3539,0.288,0.3129,0.0451,0.487,0.4684,0.0446,0.0,4.4
3521606,0.359,0.0513,0.3333,0.3077,0.359,0.0,0.5385,0.4103,0.0513,0.0,4.4
3521606,0.359,0.0513,0.3333,0.3077,0.359,0.0,0.5385,0.4103,0.0513,0.0,4.4
3521705,0.3072,0.0273,0.2744,0.4184,0.2997,0.0075,0.5061,0.4667,0.0273,0.0,4.5
3521705,0.3072,0.0273,0.2744,0.4184,0.2997,0.0075,0.5061,0.4667,0.0273,0.0,4.5
3521804,0.2863,0.0284,0.3856,0.328,0.2863,0.0,0.5395,0.4321,0.0284,0.0,4.3
3521804,0.2863,0.0284,0.3856,0.328,0.2863,0.0,0.5395,0.4321,0.0284,0.0,4.3
3521903,0.2957,0.0191,0.4019,0.3025,0.2866,0.0091,0.5771,0.4038,0.0191,0.0,4.2
3521903,0.2957,0.0191,0.4019,0.3025,0.2866,0.0091,0.5771,0.4038,0.0191,0.0,4.2
3522000,,,,,,,,,,,
3522000,,,,,,,,,,,
3522109,0.3716,0.0421,0.2697,0.3587,0.3591,0.0125,0.5281,0.4298,0.0389,0.0032,4.6
3522109,0.3716,0.0421,0.2697,0.3587,0.3591,0.0125,0.5281,0.4298,0.0389,0.0032,4.6
3522158,0.3136,0.0636,0.2961,0.3904,0.3136,0.0,0.5922,0.3443,0.0636,0.0,4.4
3522158,0.3136,0.0636,0.2961,0.3904,0.3136,0.0,0.5922,0.3443,0.0636,0.0,4.4
3522208,0.3676,0.0448,0.2555,0.3769,0.3609,0.0067,0.5267,0.4285,0.0418,0.003,4.5
3522208,0.3676,0.0448,0.2555,0.3769,0.3609,0.0067,0.5267,0.4285,0.0418,0.003,4.5
3522307,0.3997,0.0784,0.2461,0.3541,0.3881,0.0116,0.4555,0.466,0.0721,0.0063,
3522307,0.3997,0.0784,0.2461,0.3541,0.3881,0.0116,0.4555,0.466,0.0721,0.0063,4.4
3522307,0.3997,0.0784,0.2461,0.3541,0.3881,0.0116,0.4555,0.466,0.0721,0.0063,4.5
3522406,0.3749,0.0801,0.3028,0.3224,0.3653,0.0096,0.4801,0.4398,0.0755,0.0046,4.7
3522406,0.3749,0.0801,0.3028,0.3224,0.3653,0.0096,0.4801,0.4398,0.0755,0.0046,4.7
3522505,0.2882,0.0238,0.3724,0.3395,0.2853,0.0029,0.6531,0.3231,0.022,0.0018,4.1
3522505,0.2882,0.0238,0.3724,0.3395,0.2853,0.0029,0.6531,0.3231,0.022,0.0018,4.1
3522604,0.508,0.071,0.1335,0.3586,0.4944,0.0136,0.3878,0.5414,0.0662,0.0048,4.9
3522604,0.508,0.071,0.1335,0.3586,0.4944,0.0136,0.3878,0.5414,0.0662,0.0048,4.9
3522653,0.1783,0.0,0.4097,0.4121,0.1783,0.0,0.5903,0.4097,0.0,0.0,4.0
3522653,0.1783,0.0,0.4097,0.4121,0.1783,0.0,0.5903,0.4097,0.0,0.0,4.0
3522703,0.3859,0.0481,0.2993,0.3148,0.3765,0.0094,0.5433,0.4084,0.0481,0.0,4.6
3522703,0.3859,0.0481,0.2993,0.3148,0.3765,0.0094,0.5433,0.4084,0.0481,0.0,4.6
