CD_MUN,lp_adequado,mt_adequado,lp_insuficiente,lp_basico,lp_proficiente,lp_avancado,mt_insuficiente,mt_basico,mt_proficiente,mt_avancado,ideb
3547007,0.2443,0.0524,0.2955,0.4602,0.2443,0.0,0.6017,0.346,0.0524,0.0,4.3
3547106,0.233,0.0,0.3597,0.4072,0.233,0.0,0.5634,0.4366,0.0,0.0,4.4
3547106,0.233,0.0,0.3597,0.4072,0.233,0.0,0.5634,0.4366,0.0,0.0,4.4
3547205,0.7,0.4,0.0,0.3,0.7,0.0,0.1,0.5,0.4,0.0,6.3
3547205,0.7,0.4,0.0,0.3,0.7,0.0,0.1,0.5,0.4,0.0,6.3
3547304,0.3474,0.0639,0.3036,0.349,0.335,0.0124,0.5232,0.4128,0.0595,0.0044,6.1
3547304,0.3474,0.0639,0.3036,0.349,0.335,0.0124,0.5232,0.4128,0.0595,0.0044,4.4
3547304,0.3474,0.0639,0.3036,0.349,0.335,0.0124,0.5232,0.4128,0.0595,0.0044,4.6
3547403,0.4231,0.1154,0.2308,0.3461,0.3846,0.0385,0.3846,0.5,0.1154,0.0,5.0
3547403,0.4231,0.1154,0.2308,0.3461,0.3846,0.0385,0.3846,0.5,0.1154,0.0,5.0
3547502,0.3879,0.0446,0.2177,0.3945,0.3807,0.0072,0.4756,0.4799,0.0446,0.0,4.0
3547502,0.3879,0.0446,0.2177,0.3945,0.3807,0.0072,0.4756,0.4799,0.0446,0.0,4.0
3547601,0.3541,0.084,0.3323,0.3135,0.3395,0.0146,0.5055,0.4106,0.0741,0.0099,4.4
3547601,0.3541,0.084,0.3323,0.3135,0.3395,0.0146,0.5055,0.4106,0.0741,0.0099,4.4
3547650,0.6058,0.1034,0.1611,0.2332,0.5697,0.0361,0.2909,0.6057,0.1034,0.0,5.4
3547650,0.6058,0.1034,0.1611,0.2332,0.5697,0.0361,0.2909,0.6057,0.1034,0.0,5.4
3547700,0.3121,0.042,0.4363,0.2518,0.3121,0.0,0.4889,0.4692,0.0304,0.0116,3.9
3547700,0.3121,0.042,0.4363,0.2518,0.3121,0.0,0.4889,0.4692,0.0304,0.0116,3.9
3547809,0.4279,0.0727,0.2349,0.3371,0.4162,0.0117,0.4779,0.4494,0.0678,0.0049,4.5
3547809,0.4279,0.0727,0.2349,0.3371,0.4162,0.0117,0.4779,0.4494,0.0678,0.0049,4.5
3547908,,,,,,,,,,,
3547908,,,,,,,,,,,
3548005,,,,,,,,,,,
3548005,,,,,,,,,,,
3548054,0.2752,0.0105,0.4439,0.2809,0.2752,0.0,0.6484,0.341,0.0105,0.0,4.1
3548054,0.2752,0.0105,0.4439,0.2809,0.2752,0.0,0.6484,0.341,0.0105,0.0,4.1
3548104,0.348,0.0539,0.3066,0.3455,0.348,0.0,0.6275,0.3186,0.0346,0.0193,4.3
3548104,0.348,0.0539,0.3066,0.3455,0.348,0.0,0.6275,0.3186,0.0346,0.0193,4.3
3548203,0.224,0.0448,0.2771,0.4989,0.2,0.024,0.3906,0.5646,0.0448,0.0,4.5
3548203,0.224,0.0448,0.2771,0.4989,0.2,0.024,0.3906,0.5646,0.0448,0.0,4.5
3548302,0.1578,0.1052,0.4737,0.3685,0.1578,0.0,0.842,0.0526,0.1052,0.0,3.6
3548302,0.1578,0.1052,0.4737,0.3685,0.1578,0.0,0.842,0.0526,0.1052,0.0,3.6
3548401,,,,,,,,,,,
3548401,,,,,,,,,,,
3548500,0.4584,0.0799,0.2249,0.3169,0.4419,0.0165,0.4537,0.4664,0.0735,0.0064,4.6
3548500,0.4584,0.0799,0.2249,0.3169,0.4419,0.0165,0.4537,0.4664,0.0735,0.0064,4.6
3548609,,,,,,,,,,,
3548609,,,,,,,,,,,
3548708,0.4723,0.0785,0.1846,0.3432,0.4563,0.016,0.4333,0.4881,0.073,0.0055,4.7
3548708,0.4723,0.0785,0.1846,0.3432,0.4563,0.016,0.4333,0.4881,0.073,0.0055,4.7
3548807,0.5757,0.1567,0.1822,0.2422,0.5477,0.028,0.28,0.5633,0.143,0.0137,5.0
3548807,0.5757,0.1567,0.1822,0.2422,0.5477,0.028,0.28,0.5633,0.143,0.0137,5.2
3548807,0.5757,0.1567,0.1822,0.2422,0.5477,0.028,0.28,0.5633,0.143,0.0137,5.1
3548906,0.4212,0.0974,0.2561,0.3227,0.4055,0.0157,0.4617,0.4409,0.086,0.0114,
3548906,0.4212,0.0974,0.2561,0.3227,0.4055,0.0157,0.4617,0.4409,0.086,0.0114,4.6
3548906,0.4212,0.0974,0.2561,0.3227,0.4055,0.0157,0.4617,0.4409,0.086,0.0114,4.7
3549003,0.45,0.3,0.15,0.4,0.45,0.0,0.3,0.4,0.25,0.05,5.2
3549003,0.45,0.3,0.15,0.4,0.45,0.0,0.3,0.4,0.25,0.05,5.2
3549102,0.345,0.056,0.289,0.3661,0.3389,0.0061,0.5076,0.4365,0.0513,0.0047,
3549102,0.345,0.056,0.289,0.3661,0.3389,0.0061,0.5076,0.4365,0.0513,0.0047,4.4
3549102,0.345,0.056,0.289,0.3661,0.3389,0.0061,0.5076,0.4365,0.0513,0.0047,4.4
3549201,,,,,,,,,,,
3549201,,,,,,,,,,,
3549250,0.0,0.0,0.4545,0.5454,0.0,0.0,0.7272,0.2727,0.0,0.0,4.1
3549250,0.0,0.0,0.4545,0.5454,0.0,0.0,0.7272,0.2727,0.0,0.0,4.1
3549300,0.6191,0.2429,0.0,0.381,0.6191,0.0,0.2428,0.5143,0.2429,0.0,5.6
3549300,0.6191,0.2429,0.0,0.381,0.6191,0.0,0.2428,0.5143,0.2429,0.0,5.6
3549409,0.3897,0.0691,0.2934,0.3169,0.3802,0.0095,0.5066,0.4242,0.0691,0.0,4.5
3549409,0.3897,0.0691,0.2934,0.3169,0.3802,0.0095,0.5066,0.4242,0.0691,0.0,4.5
3549508,,,,,,,,,,,
3549508,,,,,,,,,,,
3549607,0.1667,0.0417,0.4583,0.375,0.1667,0.0,0.7083,0.25,0.0417,0.0,3.8
3549607,0.1667,0.0417,0.4583,0.375,0.1667,0.0,0.7083,0.25,0.0417,0.0,3.8
3549706,0.4052,0.0836,0.2502,0.3446,0.4011,0.0041,0.4891,0.4274,0.0738,0.0098,4.6
3549706,0.4052,0.0836,0.2502,0.3446,0.4011,0.0041,0.4891,0.4274,0.0738,0.0098,4.8
3549706,0.4052,0.0836,0.2502,0.3446,0.4011,0.0041,0.4891,0.4274,0.0738,0.0098,4.6
3549805,0.4417,0.0987,0.2284,0.33,0.4309,0.0108,0.4447,0.4565,0.0904,0.0083,4.6
3549805,0.4417,0.0987,0.2284,0.33,0.4309,0.0108,0.4447,0.4565,0.0904,0.0083,4.6
3549904,0.3907,0.0669,0.277,0.3323,0.379,0.0117,0.5034,0.4299,0.0631,0.0038,
3549904,0.3907,0.0669,0.277,0.3323,0.379,0.0117,0.5034,0.4299,0.0631,0.0038,4.4
3549904,0.3907,0.0669,0.277,0.3323,0.379,0.0117,0.5034,0.4299,0.0631,0.0038,4.4
3549953,0.3009,0.0388,0.3065,0.3926,0.3009,0.0,0.5503,0.411,0.0388,0.0,4.4
3549953,0.3009,0.0388,0.3065,0.3926,0.3009,0.0,0.5503,0.411,0.0388,0.0,4.4
3550001,0.4463,0.072,0.1829,0.3706,0.4463,0.0,0.4022,0.5258,0.072,0.0,4.6
3550001,0.4463,0.072,0.1829,0.3706,0.4463,0.0,0.4022,0.5258,0.072,0.0,4.6
3550100,0.3004,0.0462,0.3447,0.355,0.2954,0.005,0.5438,0.4099,0.0437,0.0025,4.2
3550100,0.3004,0.0462,0.3447,0.355,0.2954,0.005,0.5438,0.4099,0.0437,0.0025,4.2
3550209,0.3404,0.0431,0.2695,0.3901,0.3366,0.0038,0.4889,0.4678,0.0431,0.0,4.3
3550209,0.3404,0.0431,0.2695,0.3901,0.3366,0.0038,0.4889,0.4678,0.0431,0.0,4.3
3550308,0.3987,0.0541,0.2508,0.3505,0.3874,0.0113,0.521,0.425,0.0491,0.005,6.0
3550308,0.3987,0.0541,0.2508,0.3505,0.3874,0.0113,0.521,0.425,0.0491,0.005,4.3
3550308,0.3987,0.0541,0.2508,0.3505,0.3874,0.0113,0.521,0.425,0.0491,0.005,4.5
3550308,0.3987,0.0541,0.2508,0.3505,0.3874,0.0113,0.521,0.425,0.0491,0.005,4.4
3550407,0.5437,0.1095,0.1309,0.3253,0.5219,0.0218,0.3249,0.5657,0.1095,0.0,5.3
3550407,0.5437,0.1095,0.1309,0.3253,0.5219,0.0218,0.3249,0.5657,0.1095,0.0,5.3
3550506,0.3291,0.0444,0.2556,0.4154,0.3291,0.0,0.3781,0.5777,0.0444,0.0,4.2
3550506,0.3291,0.0444,0.2556,0.4154,0.3291,0.0,0.3781,0.5777,0.0444,0.0,4.2
3550605,0.3542,0.0562,0.2706,0.3752,0.3398,0.0144,0.5156,0.4284,0.0505,0.0057,
3550605,0.3542,0.0562,0.2706,0.3752,0.3398,0.0144,0.5156,0.4284,0.0505,0.0057,4.2
3550605,0.3542,0.0562,0.2706,0.3752,0.3398,0.0144,0.5156,0.4284,0.0505,0.0057,4.3
3550704,0.3776,0.0401,0.2112,0.4112,0.3633,0.0143,0.4655,0.4944,0.0401,0.0,4.5
3550704,0.3776,0.0401,0.2112,0.4112,0.3633,0.0143,0.4655,0.4944,0.0401,0.0,4.5
3550803,0.3194,0.0148,0.3099,0.3706,0.3194,0.0,0.5498,0.4353,0.0148,0.0,4.1
3550803,0.3194,0.0148,0.3099,0.3706,0.3194,0.0,0.5498,0.4353,0.0148,0.0,4.1
3550902,0.2628,0.0451,0.31,0.4271,0.2628,0.0,0.5997,0.3553,0.0451,0.0,4.3
3550902,0.2628,0.0451,0.31,0.4271,0.2628,0.0,0.5997,0.3553,0.0451,0.0,4.3
3551009,0.345,0.0357,0.2821,0.3729,0.3379,0.0071,0.5941,0.3702,0.0333,0.0024,4.0
3551009,0.345,0.0357,0.2821,0.3729,0.3379,0.0071,0.5941,0.3702,0.0333,0.0024,4.0
3551108,0.323,0.0233,0.3475,0.3295,0.323,0.0,0.599,0.3777,0.0233,0.0,4.2
3551108,0.323,0.0233,0.3475,0.3295,0.323,0.0,0.599,0.3777,0.0233,0.0,4.2
3551207,,,,,,,,,,,
3551207,,,,,,,,,,,
3551306,0.2941,0.2353,0.353,0.3529,0.2941,0.0,0.3529,0.4118,0.2353,0.0,4.9
3551306,0.2941,0.2353,0.353,0.3529,0.2941,0.0,0.3529,0.4118,0.2353,0.0,4.9
3551405,0.2784,0.0345,0.3839,0.3377,0.2635,0.0149,0.6463,0.3191,0.0345,0.0,3.8
3551405,0.2784,0.0345,0.3839,0.3377,0.2635,0.0149,0.6463,0.3191,0.0345,0.0,3.8
3551504,0.3015,0.03,0.2794,0.4191,0.2977,0.0038,0.6221,0.3479,0.03,0.0,3.6
3551504,0.3015,0.03,0.2794,0.4191,0.2977,0.0038,0.6221,0.3479,0.03,0.0,3.6
3551603,0.3759,0.0726,0.3451,0.2791,0.3759,0.0,0.5445,0.3829,0.0726,0.0,4.6
3551603,0.3759,0.0726,0.3451,0.2791,0.3759,0.0,0.5445,0.3829,0.0726,0.0,4.6
3551702,0.4217,0.0494,0.2003,0.3779,0.4134,0.0083,0.4092,0.5413,0.0485,0.0009,
3551702,0.4217,0.0494,0.2003,0.3779,0.4134,0.0083,0.4092,0.5413,0.0485,0.0009,4.8
3551702,0.4217,0.0494,0.2003,0.3779,0.4134,0.0083,0.4092,0.5413,0.0485,0.0009,4.9
3551801,0.2619,0.0638,0.3793,0.359,0.242,0.0199,0.5597,0.3766,0.0638,0.0,4.1
3551801,0.2619,0.0638,0.3793,0.359,0.242,0.0199,0.5597,0.3766,0.0638,0.0,4.1
3551900,0.1649,0.0279,0.4603,0.3748,0.1649,0.0,0.6032,0.369,0.0279,0.0,4.1
3551900,0.1649,0.0279,0.4603,0.3748,0.1649,0.0,0.6032,0.369,0.0279,0.0,4.1
3552007,0.1496,0.015,0.3772,0.4733,0.1346,0.015,0.6106,0.3746,0.015,0.0,4.0
3552007,0.1496,0.015,0.3772,0.4733,0.1346,0.015,0.6106,0.3746,0.015,0.0,
3552007,0.1496,0.015,0.3772,0.4733,0.1346,0.015,0.6106,0.3746,0.015,0.0,4.0
3552106,0.2853,0.0587,0.33,0.3846,0.2783,0.007,0.528,0.4132,0.0485,0.0102,4.5
3552106,0.2853,0.0587,0.33,0.3846,0.2783,0.007,0.528,0.4132,0.0485,0.0102,4.5
3552205,0.4228,0.068,0.2337,0.3435,0.4076,0.0152,0.4837,0.4485,0.0633,0.0047,
3552205,0.4228,0.068,0.2337,0.3435,0.4076,0.0152,0.4837,0.4485,0.0633,0.0047,4.6
3552205,0.4228,0.068,0.2337,0.3435,0.4076,0.0152,0.4837,0.4485,0.0633,0.0047,
3552205,0.4228,0.068,0.2337,0.3435,0.4076,0.0152,0.4837,0.4485,0.0633,0.0047,4.7
3552304,,,,,,,,,,,
3552304,,,,,,,,,,,
3552403,0.3968,0.0484,0.2501,0.353,0.3908,0.006,0.5009,0.4508,0.048,0.0004,4.3
3552403,0.3968,0.0484,0.2501,0.353,0.3908,0.006,0.5009,0.4508,0.048,0.0004,
3552403,0.3968,0.0484,0.2501,0.353,0.3908,0.006,0.5009,0.4508,0.048,0.0004,4.4
3552502,0.3557,0.0393,0.2742,0.37,0.3492,0.0065,0.5493,0.4115,0.035,0.0043,
3552502,0.3557,0.0393,0.2742,0.37,0.3492,0.0065,0.5493,0.4115,0.035,0.0043,4.4
3552502,0.3557,0.0393,0.2742,0.37,0.3492,0.0065,0.5493,0.4115,0.035,0.0043,4.4
3552551,0.2504,0.055,0.408,0.3416,0.2504,0.0,0.4934,0.4515,0.0275,0.0275,4.4
3552551,0.2504,0.055,0.408,0.3416,0.2504,0.0,0.4934,0.4515,0.0275,0.0275,4.4
3552601,0.3128,0.0425,0.2803,0.407,0.2865,0.0263,0.5154,0.4421,0.0425,0.0,4.6
3552601,0.3128,0.0425,0.2803,0.407,0.2865,0.0263,0.5154,0.4421,0.0425,0.0,4.6
3552700,0.3689,0.0391,0.1575,0.4736,0.3578,0.0111,0.4302,0.5307,0.0391,0.0,4.5
3552700,0.3689,0.0391,0.1575,0.4736,0.3578,0.0111,0.4302,0.5307,0.0391,0.0,4.5
3552809,0.4292,0.0467,0.2315,0.3393,0.418,0.0112,0.5212,0.4321,0.0449,0.0018,4.6
3552809,0.4292,0.0467,0.2315,0.3393,0.418,0.0112,0.5212,0.4321,0.0449,0.0018,4.6
3552908,0.295,0.0543,0.3492,0.3559,0.295,0.0,0.6814,0.2644,0.0543,0.0,4.2
3552908,0.295,0.0543,0.3492,0.3559,0.295,0.0,0.6814,0.2644,0.0543,0.0,4.2
3553005,0.3777,0.1027,0.3286,0.2937,0.3631,0.0146,0.3994,0.498,0.1027,0.0,4.6
3553005,0.3777,0.1027,0.3286,0.2937,0.3631,0.0146,0.3994,0.498,0.1027,0.0,4.6
3553104,0.3036,0.0774,0.3511,0.3452,0.3036,0.0,0.6667,0.2559,0.0774,0.0,4.1
3553104,0.3036,0.0774,0.3511,0.3452,0.3036,0.0,0.6667,0.2559,0.0774,0.0,4.1
3553203,0.3565,0.0247,0.1783,0.4653,0.3565,0.0,0.3959,0.5795,0.0247,0.0,4.9
3553203,0.3565,0.0247,0.1783,0.4653,0.3565,0.0,0.3959,0.5795,0.0247,0.0,4.9
3553302,0.2967,0.0234,0.3174,0.3859,0.2967,0.0,0.6252,0.3513,0.0234,0.0,4.3
3553302,0.2967,0.0234,0.3174,0.3859,0.2967,0.0,0.6252,0.3513,0.0234,0.0,4.3
3553401,,,,,,,,,,,
3553401,,,,,,,,,,,
3553500,0.2506,0.0369,0.4461,0.3033,0.2506,0.0,0.6229,0.3401,0.0369,0.0,4.1
3553500,0.2506,0.0369,0.4461,0.3033,0.2506,0.0,0.6229,0.3401,0.0369,0.0,4.1
3553609,0.1557,0.014,0.4147,0.4298,0.1557,0.0,0.7582,0.2279,0.014,0.0,3.9
3553609,0.1557,0.014,0.4147,0.4298,0.1557,0.0,0.7582,0.2279,0.014,0.0,3.9
3553658,0.2903,0.0,0.4378,0.2719,0.2903,0.0,0.6544,0.3457,0.0,0.0,4.2
3553658,0.2903,0.0,0.4378,0.2719,0.2903,0.0,0.6544,0.3457,0.0,0.0,4.2
3553708,0.2922,0.0242,0.3435,0.3642,0.2901,0.0021,0.6251,0.3507,0.0242,0.0,4.2
3553708,0.2922,0.0242,0.3435,0.3642,0.2901,0.0021,0.6251,0.3507,0.0242,0.0,4.2
3553807,0.5311,0.0949,0.1739,0.295,0.5147,0.0164,0.3735,0.5315,0.084,0.0109,5.0
3553807,0.5311,0.0949,0.1739,0.295,0.5147,0.0164,0.3735,0.5315,0.084,0.0109,5.0
3553856,0.1846,0.0255,0.4321,0.3832,0.1846,0.0,0.6313,0.3433,0.0255,0.0,3.9
3553856,0.1846,0.0255,0.4321,0.3832,0.1846,0.0,0.6313,0.3433,0.0255,0.0,3.9
3553906,,,,,,,,,,,
3553906,,,,,,,,,,,
3553955,0.318,0.036,0.3177,0.3643,0.318,0.0,0.5495,0.4145,0.036,0.0,4.3
3553955,0.318,0.036,0.3177,0.3643,0.318,0.0,0.5495,0.4145,0.036,0.0,4.3
3554003,0.3678,0.0621,0.2852,0.347,0.3556,0.0122,0.5337,0.4042,0.055,0.0071,4.4
3554003,0.3678,0.0621,0.2852,0.347,0.3556,0.0122,0.5337,0.4042,0.055,0.0071,4.4
3554102,0.4336,0.0744,0.2061,0.3602,0.4222,0.0114,0.4226,0.5031,0.0704,0.004,4.5
3554102,0.4336,0.0744,0.2061,0.3602,0.4222,0.0114,0.4226,0.5031,0.0704,0.004,5.5
3554102,0.4336,0.0744,0.2061,0.3602,0.4222,0.0114,0.4226,0.5031,0.0704,0.004,4.6
3554201,0.2463,0.0589,0.3246,0.4292,0.2463,0.0,0.5232,0.4179,0.0589,0.0,4.5
3554201,0.2463,0.0589,0.3246,0.4292,0.2463,0.0,0.5232,0.4179,0.0589,0.0,4.5
3554300,0.3664,0.0905,0.341,0.2926,0.3577,0.0087,0.5214,0.3881,0.0861,0.0044,4.4
3554300,0.3664,0.0905,0.341,0.2926,0.3577,0.0087,0.5214,0.3881,0.0861,0.0044,4.4
3554409,,,,,,,,,,,
3554409,,,,,,,,,,,
3554508,0.4333,0.0418,0.1794,0.3873,0.4202,0.0131,0.4519,0.5062,0.0418,0.0,4.9
3554508,0.4333,0.0418,0.1794,0.3873,0.4202,0.0131,0.4519,0.5062,0.0418,0.0,4.9
3554607,0.5237,0.1905,0.1904,0.2857,0.5237,0.0,0.3334,0.4763,0.1905,0.0,4.8
3554607,0.5237,0.1905,0.1904,0.2857,0.5237,0.0,0.3334,0.4763,0.1905,0.0,4.8
3554656,0.5124,0.0485,0.0933,0.3943,0.5124,0.0,0.3806,0.5709,0.0485,0.0,5.2
3554656,0.5124,0.0485,0.0933,0.3943,0.5124,0.0,0.3806,0.5709,0.0485,0.0,5.2
3554706,,,,,,,,,,,
3554706,,,,,,,,,,,
3554755,0.0909,0.0455,0.391,0.5182,0.0909,0.0,0.5228,0.4318,0.0455,0.0,3.8
3554755,0.0909,0.0455,0.391,0.5182,0.0909,0.0,0.5228,0.4318,0.0455,0.0,3.8
3554805,0.3658,0.0267,0.2387,0.3955,0.3658,0.0,0.5684,0.4049,0.0267,0.0,4.6
3554805,0.3658,0.0267,0.2387,0.3955,0.3658,0.0,0.5684,0.4049,0.0267,0.0,4.6
3554904,0.3257,0.0379,0.3181,0.356,0.3257,0.0,0.5303,0.4318,0.0379,0.0,4.6
3554904,0.3257,0.0379,0.3181,0.356,0.3257,0.0,0.5303,0.4318,0.0379,0.0,4.6
3554953,0.2912,0.0,0.4247,0.2841,0.2912,0.0,0.5062,0.4938,0.0,0.0,4.4
3554953,0.2912,0.0,0.4247,0.2841,0.2912,0.0,0.5062,0.4938,0.0,0.0,4.4
3555000,0.4324,0.1162,0.2317,0.3361,0.4154,0.017,0.4488,0.4351,0.1119,0.0043,
3555000,0.4324,0.1162,0.2317,0.3361,0.4154,0.017,0.4488,0.4351,0.1119,0.0043,4.6
3555000,0.4324,0.1162,0.2317,0.3361,0.4154,0.017,0.4488,0.4351,0.1119,0.0043,4.8
3555109,0.3497,0.0337,0.3185,0.3318,0.3249,0.0248,0.4759,0.4903,0.0337,0.0,4.3
3555109,0.3497,0.0337,0.3185,0.3318,0.3249,0.0248,0.4759,0.4903,0.0337,0.0,4.3
3555208,0.3334,0.0,0.2223,0.4445,0.3334,0.0,0.4445,0.5556,0.0,0.0,4.7
3555208,0.3334,0.0,0.2223,0.4445,0.3334,0.0,0.4445,0.5556,0.0,0.0,4.7
3555307,,,,,,,,,,,
3555307,,,,,,,,,,,
3555356,0.2906,0.0162,0.3146,0.3948,0.2906,0.0,0.5495,0.4342,0.0162,0.0,4.2
3555356,0.2906,0.0162,0.3146,0.3948,0.2906,0.0,0.5495,0.4342,0.0162,0.0,4.2
3555406,0.293,0.026,0.3592,0.3478,0.2889,0.0041,0.589,0.3852,0.026,0.0,4.0
3555406,0.293,0.026,0.3592,0.3478,0.2889,0.0041,0.589,0.3852,0.026,0.0,
3555406,0.293,0.026,0.3592,0.3478,0.2889,0.0041,0.589,0.3852,0.026,0.0,4.2
3555505,,,,,,,,,,,
3555505,,,,,,,,,,,
3555604,0.4907,0.1613,0.2053,0.304,0.4775,0.0132,0.3405,0.4981,0.1494,0.0119,4.6
3555604,0.4907,0.1613,0.2053,0.304,0.4775,0.0132,0.3405,0.4981,0.1494,0.0119,4.6
3555703,0.1176,0.0,0.4706,0.4117,0.1176,0.0,0.5294,0.4706,0.0,0.0,4.0
3555703,0.1176,0.0,0.4706,0.4117,0.1176,0.0,0.5294,0.4706,0.0,0.0,4.0
3555802,0.4309,0.0708,0.2401,0.329,0.4309,0.0,0.3272,0.6019,0.0708,0.0,5.0
3555802,0.4309,0.0708,0.2401,0.329,0.4309,0.0,0.3272,0.6019,0.0708,0.0,5.0
3555901,0.5,0.15,0.2,0.3,0.5,0.0,0.4,0.45,0.15,0.0,5.0
3555901,0.5,0.15,0.2,0.3,0.5,0.0,0.4,0.45,0.15,0.0,5.0
3556008,0.2925,0.0361,0.26,0.4476,0.2837,0.0088,0.3958,0.5682,0.0361,0.0,4.7
3556008,0.2925,0.0361,0.26,0.4476,0.2837,0.0088,0.3958,0.5682,0.0361,0.0,4.7
3556107,,,,,,,,,,,
3556107,,,,,,,,,,,
3556206,0.4676,0.0874,0.1907,0.3416,0.454,0.0136,0.3779,0.5347,0.0754,0.012,4.6
3556206,0.4676,0.0874,0.1907,0.3416,0.454,0.0136,0.3779,0.5347,0.0754,0.012,4.6
3556305,0.2229,0.0338,0.3562,0.4208,0.2175,0.0054,0.6433,0.323,0.0338,0.0,4.2
3556305,0.2229,0.0338,0.3562,0.4208,0.2175,0.0054,0.6433,0.323,0.0338,0.0,4.2
3556354,0.289,0.0136,0.3498,0.3611,0.289,0.0,0.7283,0.2581,0.0,0.0136,3.5
3556354,0.289,0.0136,0.3498,0.3611,0.289,0.0,0.7283,0.2581,0.0,0.0136,3.5
3556404,0.3763,0.0952,0.2536,0.3702,0.3691,0.0072,0.4506,0.4543,0.0952,0.0,4.4
3556404,0.3763,0.0952,0.2536,0.3702,0.3691,0.0072,0.4506,0.4543,0.0952,0.0,4.4
3556453,0.3427,0.0279,0.2854,0.372,0.3342,0.0085,0.5482,0.4239,0.0279,0.0,4.2
3556453,0.3427,0.0279,0.2854,0.372,0.3342,0.0085,0.5482,0.4239,0.0279,0.0,4.2
3556503,0.3496,0.0368,0.2756,0.3746,0.339,0.0106,0.5271,0.436,0.0368,0.0,4.3
3556503,0.3496,0.0368,0.2756,0.3746,0.339,0.0106,0.5271,0.436,0.0368,0.0,4.3
3556602,0.365,0.0138,0.3118,0.3232,0.365,0.0,0.5419,0.4443,0.0138,0.0,4.3
3556602,0.365,0.0138,0.3118,0.3232,0.365,0.0,0.5419,0.4443,0.0138,0.0,4.3
3556701,0.4776,0.0822,0.1604,0.3619,0.4635,0.0141,0.3745,0.5435,0.0751,0.0071,4.6
3556701,0.4776,0.0822,0.1604,0.3619,0.4635,0.0141,0.3745,0.5435,0.0751,0.0071,4.6
3556800,,,,,,,,,,,
3556800,,,,,,,,,,,
3556909,0.2357,0.0245,0.4905,0.2737,0.2357,0.0,0.6438,0.3318,0.0245,0.0,4.2
3556909,0.2357,0.0245,0.4905,0.2737,0.2357,0.0,0.6438,0.3318,0.0245,0.0,4.2
3556958,0.069,0.0,0.6897,0.2414,0.069,0.0,0.7241,0.2758,0.0,0.0,3.5
3556958,0.069,0.0,0.6897,0.2414,0.069,0.0,0.7241,0.2758,0.0,0.0,3.5
3557006,0.3955,0.0487,0.2519,0.3526,0.3906,0.0049,0.4885,0.4627,0.0467,0.002,4.6
3557006,0.3955,0.0487,0.2519,0.3526,0.3906,0.0049,0.4885,0.4627,0.0467,0.002,4.6
3557105,0.3658,0.079,0.289,0.3451,0.355,0.0108,0.4886,0.4326,0.0654,0.0136,
3557105,0.3658,0.079,0.289,0.3451,0.355,0.0108,0.4886,0.4326,0.0654,0.0136,4.4
3557105,0.3658,0.079,0.289,0.3451,0.355,0.0108,0.4886,0.4326,0.0654,0.0136,4.6
3557154,,,,,,,,,,,
3557154,,,,,,,,,,,
3557204,,,,,,,,,,,
3557204,,,,,,,,,,,
3557303,0.3474,0.0235,0.2253,0.4273,0.3474,0.0,0.5449,0.4317,0.0235,0.0,4.6
3557303,0.3474,0.0235,0.2253,0.4273,0.3474,0.0,0.5449,0.4317,0.0235,0.0,4.6
